SRNo,Sno,StateCD,DistrictCD,BlockCode,SubDistrictCD,VillageCode,LabType,LabName,districtnm,blockNameEng,Email,Mobile,MNTF,BTF,STF,Prsn_Soil,Prsn_Technical,Prsn_Supporting,An_Routine,An_Full,Sa_Routine,Sa_Full,Charges_Full_Actual,Charges_Full_Charged,Charges_Routine_Actual,Charges_Routine_Charged,Govt_Funding,Static_Mobile,Status,Town_Village_Name,SubDistName,statenm,address,lat,long
72,1923,2,202,2630,2101,426388,KVK,Soil & Water Testing Lab,KARIMGANJ,NORTH KARIMGANJ                                   ,kvkkarimganj@gmail.com,9435370354,No,No,No,0,0,0,120,0,66,0, , ,0,0,KVK LABORATORY,Static,Complete,Kujab,Karimganj,ASSAM,NORTH KARIMGANJ Karimganj KARIMGANJ ASSAM,24.8649128,92.3591531
73,547,2,202,2630,2101,426388,KVK,Soil & Water Testing Laboratory,KARIMGANJ,NORTH KARIMGANJ                                   ,kvkkarimganj@gmail.com,9435370354,No,No,Yes,1,0,0,120,0,240,0,0,0,0,0,KVK laboratory,Static,Complete,Kujab,Karimganj,ASSAM,NORTH KARIMGANJ Karimganj KARIMGANJ ASSAM,24.8649128,92.3591531
74,1427,2,202,2630,2101,426388,KVK,Soil & Water Testing Laboratory,KARIMGANJ,NORTH KARIMGANJ                                   ,kvkkarimganj@gmail.com,9435370354,No,No,No,1,0,0,120,0,240,0,0,0,0,0,Others,Static,Complete,Kujab,Karimganj,ASSAM,NORTH KARIMGANJ Karimganj KARIMGANJ ASSAM,24.8649128,92.3591531
75,1428,2,202,2630,2101,426388,KVK,Soil & Water Testing Laboratory,KARIMGANJ,NORTH KARIMGANJ                                   ,kvkkarimganj@gmail.com,9435370354,No,No,No,1,0,0,120,0,240,0,0,0,0,0,Others,Static,Complete,Kujab,Karimganj,ASSAM,NORTH KARIMGANJ Karimganj KARIMGANJ ASSAM,24.8649128,92.3591531
76,631,2,205,2635,2001,150404,KVK,Soil & Water Testing Laboratory,KOKRAJHAR,GOSSAIGAON                                        ,kvkkokrajhar@gmail.com,9435084843,No,Yes,Yes,0,0,0,300,0,143,0,0,0,500,100,RKVY,Static,Complete,Serfanguri No.2,Gossaigaon (Pt),ASSAM,GOSSAIGAON Gossaigaon (Pt) KOKRAJHAR ASSAM,26.4504034,89.967847
77,1908,2,210,2667,2035,2856,SAU,"RARS,AAU",NAGAON,KHAGARIJAN                                        , ,9435161721,Yes,No,No, , , ,200,100, , , , , , ,ICAR AND OTHER PROJECTS,Static,Under Progress,Nagaon ,Nagaon,ASSAM,KHAGARIJAN Nagaon NAGAON ASSAM,26.3368814,92.6845694
78,1819,2,210,2667,2035,2856,SAU,"RARS,AAU,NAGAON",NAGAON,KHAGARIJAN                                        , ,abu_hot@rediffmail.com ,Yes,No,No,1,0,1,500,250,750,250,1050,500,750,500,others,Static,Complete,Nagaon ,Nagaon,ASSAM,KHAGARIJAN Nagaon NAGAON ASSAM,26.3368814,92.6845694
79,1877,2,210,2667,2035,2856,SAU,"RARS,AAU,NAGAON",NAGAON,KHAGARIJAN                                        , ,9435161721,Yes,No,No, , , ,200,100, , , , , , ,ICAR & AAU,Static,Under Progress,Nagaon ,Nagaon,ASSAM,KHAGARIJAN Nagaon NAGAON ASSAM,26.3368814,92.6845694
80,738,2,210,2667,2035,462743,SAU,Soil & Water Testing Lab,NAGAON,KHAGARIJAN                                        ,rarsnagaon@gmail.com,9435161721,Yes,No,Yes,2,0,1,1000,300,2500,150,1350,1350,500,500,RKVY & Others,Static,Complete,Silangani Gaon,Nagaon,ASSAM,KHAGARIJAN Nagaon NAGAON ASSAM,26.3368814,92.6845694
81,1869,2,209,2703,2043,636236,KVK,"Soil and Water Testing Lab,KVK,Sonitpur",SONITPUR,BALIPARA                                          ,kvksonit@gmail.com,9435521447,No,No,No,1,0,0,500,0,170.66,0, , ,500,500,ICAR,Static,Complete,Na-Pam Gaon,Tezpur,ASSAM,BALIPARA Tezpur SONITPUR ASSAM,26.8256582,92.775492
82,1845,2,223,2716,2061,2912,KVK,"KVK, Tinsukia",TINSUKIA,GUIJAN                                            ,kvktinsukia@gmail.com,9435708460,No,No,No,1,0,0,300,0,80,0,0,0,300,300,"KVK, ICAR",Static,Complete,Tinsukia ,Tinsukia,ASSAM,GUIJAN Tinsukia TINSUKIA ASSAM,27.5679596,95.3285505
83,1859,3,334,1624,1116,1552,Govt,"District Soil Testing Lab., Araria",ARARIA,ARARIA,dao-ara-bih@nic.in,9431818754,No,No,No,0,1,1,10000,10000,3046,3497,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Araria ,Araria,BIHAR,ARARIA Araria ARARIA BIHAR,26.1311375,87.445534
84,1856,3,338,6505,1542,2121,Govt,"District Soil Testing Lab., Arwal",ARWAL,ARWAL,dao-arw-bih@nic.in,9431818792,No,No,No,0,1,2,10000,10000,2210,2392,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Arwal ,Arwal,BIHAR,ARWAL Arwal ARWAL BIHAR,25.2440189,84.6662199
85,1857,3,306,1633,1481,2040,Govt,"District Soil Testing Lab, Aurangabad",AURANGABAD,AURANGABAD                                        ,asc.aurangabad@gmail.com,9431818737,No,No,No,0,1,4,10000,10000,10719,11637,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Aurangabad ,Aurangabad,BIHAR,AURANGABAD Aurangabad AURANGABAD BIHAR,24.7457189,84.3804888
86,1860,3,321,1645,1350,1853,Govt,"District Soil Testing Lab, Banka",BANKA,BANKA                                             ,dao-ban-bih@nic.in,9431818749,No,No,No,0,1,1,10000,10000,3333,3333,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Banka ,Banka,BIHAR,BANKA Banka BANKA BIHAR,24.8874179,86.919838
87,471,3,321,1645,1350,1853,KVK,SOIL TESTING LAB,BANKA,BANKA                                             ,kvkbanka@yahoo.com,9973065385,No,No,No,0,0,0, , , , , , , , ,ICAR,Static,Under Progress,Banka ,Banka,BIHAR,BANKA Banka BANKA BIHAR,24.8874179,86.919838
88,1861,3,318,1659,1314,1804,Govt,"District Soil Testing Lab, Begusarai",BEGUSARAI,BEGUSARAI                                         ,dao-beg-bih@nic.in,9431425391,No,No,No,0,1,2,10000,10000,3579,4232,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Begusarai ,Begusarai,BIHAR,BEGUSARAI Begusarai BEGUSARAI BIHAR,25.416675,86.1293792
89,257,3,320,1678,1343,1843,Govt,"District Soil Testing Lab, Bhagalpur",BHAGALPUR,JAGDISHPUR                                        ,dao-bha-bih@nic.in,9431818748,Yes,No,No,0,1,2,10000,11920,3058,3182,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Bhagalpur ,Jagdishpur,BIHAR,JAGDISHPUR Jagdishpur BHAGALPUR BIHAR,25.1439351,86.9829852
90,265,3,303,1690,1422,1961,Govt,"District Soil Testing Lab, Ara",BHOJPUR,ARA                                               ,asc.bhojpur@gmail.com,9431012219,Yes,No,No,1,2,3,10000,11824,6518,7781,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Arrah ,Arrah,BIHAR,ARA Arrah BHOJPUR BIHAR,25.5560443,84.6603307
91,188,3,328,1704,1441,1987,Govt,"District Soil Testing Lab, Buxar",BUXAR,BUXAR                                             ,asc.buxar@gmail.com,9431818799,No,No,No,0,1,2,10000,10000,8658,9601,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Buxar ,Buxar,BIHAR,BUXAR Buxar BUXAR BIHAR,25.5647103,83.9777482
92,236,3,315,1719,1184,1639,Govt,"District Soil Testing Lab, Darbhanga",DARBHANGA,DARBHANGA                                         ,asc.darbhanga@gmail.com,8809793141,No,No,No,1,1,3,10000,12640,9790,11918,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Darbhanga ,Darbhanga,BIHAR,DARBHANGA Darbhanga DARBHANGA BIHAR,26.111868,85.896004
93,209,3,305,1741,1495,2058,Govt,"District Soil Testing Lab, Gaya",GAYA,GAYA TOWN                                         ,asc.gaya@gmail.com,9525565645,Yes,No,No,1,1,2,10000,12648,21565,22957,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Gaya ,Gaya Town C.D.Block,BIHAR,GAYA TOWN Gaya Town C.D.Block GAYA BIHAR,,
94,214,3,309,1760,1224,1689,Govt,"District Soil Testing Lab, Gopalganj",GOPALGANJ,GOPALGANJ                                         ,asc.gopalganj@gmail.com,7654652696,No,No,No,1,2,4,10000,10000,11994,13355,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Gopalganj ,Gopalganj,BIHAR,GOPALGANJ Gopalganj GOPALGANJ BIHAR,26.4685472,84.4433318
95,242,3,332,1774,1527,2100,Govt,"District Soil Testing Lab, Jamui",JAMUI,JAMUI                                             ,dao-jam-bih@nic.in,9431818750,No,No,No,0,1,0,10000,10000,2596,2740,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Jamui ,Jamui,BIHAR,JAMUI Jamui JAMUI BIHAR,24.9195147,86.224718
96,261,3,330,1782,1536,2112,Govt,"District Soil Testing Lab, Jehanabad",JEHANABAD,JEHANABAD                                         ,dao-jeh-bih@nic.in,9431818800,No,No,No,0,1,0,10000,10000,1276,1402,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Jehanabad ,Jehanabad,BIHAR,JEHANABAD Jehanabad JEHANABAD BIHAR,25.2139287,84.9895549
97,262,3,329,1788,1453,2001,Govt,"District Soil Testing Lab, Bhabua",KAIMUR,BHABUA                                            ,dao-kai-bih@nic.in,9431818734,No,No,No,0,1,0,10000,10000,543,543,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Bhabua ,Bhabua,BIHAR,BHABUA Bhabua KAIMUR BIHAR,25.0426227,83.6055732
98,239,3,329,1787,1456,283705,KVK,Soil & Water testing lab,KAIMUR,ADHAURA                                           ,vsk_adhaura@yahoo.co.in,9430567345,No,No,No,0,1,0,1000,0,493,0,0,0,28,30,NPMSF,Static,Complete,Adhaura,Adhaura,BIHAR,ADHAURA Adhaura KAIMUR BIHAR,24.6942728,83.610896
99,252,3,327,1807,1151,1597,Govt,"District Soil Testing Lab, Katihar",KATIHAR,KATIHAR                                           ,asc.katihar@gmail.com,9934628048,No,No,No,1,2,2,10000,10000,9886,11322,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Katihar ,Katihar,BIHAR,KATIHAR Katihar KATIHAR BIHAR,25.552048,87.5718609
100,164,3,327,1807,1151,1598,SAU,SOIL TESTING LAB,KATIHAR,KATIHAR                                           ,partha.slg09@gmail.com,9471820662,Yes,Yes,Yes,1,2,2,5000,1000,2000,100,635,635,110,110,NPMSF,Static,Complete,Katihar ,Katihar,BIHAR,KATIHAR Katihar KATIHAR BIHAR,25.552048,87.5718609
101,256,3,319,1818,1323,1817,Govt,"District Soil Testing Lab, Khagaria",KHAGARIA,KHAGARIA                                          ,asc.khagaria@gmail.com,9431818760,No,No,No,0,2,1,10000,10000,1640,2332,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Khagaria ,Khagaria,BIHAR,KHAGARIA Khagaria KHAGARIA BIHAR,25.5111515,86.476908
102,300,3,333,1823,1127,1567,Govt,"District Soil Testing Lab.,Kishanganj",KISHANGANJ,KISHANGANJ                                        ,dao-kis-bih@nic.in,9431818756,No,No,No,0,1,1,10000,10000,3900,4273,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Kishanganj ,Kishanganj,BIHAR,KISHANGANJ Kishanganj KISHANGANJ BIHAR,26.0917422,87.9383822
103,222,3,323,1831,1368,1878,Govt,"District Soil Testing Lab, Lakhisarai",LAKHISARIA,LAKHISARAI                                        ,dao-lak-bih@nic.in,9431818804,No,No,No,0,1,0,10000,10000,2782,3200,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Lakhisarai ,Lakhisarai,BIHAR,LAKHISARAI Lakhisarai LAKHISARIA BIHAR,25.1673614,86.0988253
104,247,3,312,1842,1161,1611,Govt,"District Soil Testing Lab, Madhepura",MADHEPURA,MADHEPURA                                         ,dao-mad-bih@nic.in,9431818758,No,No,No,0,1,1,10000,10000,1567,1567,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Madhepura ,Madhepura,BIHAR,MADHEPURA Madhepura MADHEPURA BIHAR,25.9286903,86.7909759
105,165,3,312,1842,1161,1611,SAU,SOIL TESTING LAB,MADHEPURA,MADHEPURA                                         ,irsmadhepura@gmail.com,9472839545,Yes,No,Yes,1,1,1,5000,2500,1000,100,525,525,100,100,NPMSF,Static,Complete,Madhepura ,Madhepura,BIHAR,MADHEPURA Madhepura MADHEPURA BIHAR,25.9286903,86.7909759
106,1858,3,316,1864,1093,1519,Govt,"District Soil Testing Lab., Madhubani",MADHUBANI,MADHUBANI                                         ,asc.madhubani@gmail.com,9934750731,No,No,No,1,2,4,10000,10000,8795,11793,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Madhubani ,Madhubani,BIHAR,MADHUBANI Madhubani MADHUBANI BIHAR,26.3468544,86.0715474
107,240,3,322,1874,1356,1861,Govt,"District Soil Testing Lab, Munger",MUNGER,MUNGER SADAR                                      ,asc.munger@gmail.com,9709402171,No,No,No,0,1,4,10000,10808,5436,5991,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Munger ,Munger,BIHAR,MUNGER SADAR Munger MUNGER BIHAR,25.3816882,86.4711933
108,282,3,322,1874,1356,128984,KVK,"SOIL TESTING  LAB. OF  KVK, MUNGER",MUNGER,MUNGER SADAR                                      ,mungerkvk@gmail.com,9431249908,No,No,No,1,1,0,800,0,400,0,0,0,25,35,ICAR,Static,Complete,Shankarpur,Munger,BIHAR,MUNGER SADAR Munger MUNGER BIHAR,25.3816882,86.4711933
109,215,3,336,1889,1212,1673,Govt,"District Soil Testing Lab, Muzaffarpur",MUZAFFARPUR,MUSHAHARI                                         ,asc.muzaffarpur@gmail.com,9431818790,Yes,No,No,0,1,3,10000,13064,14045,15220,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Muzaffarpur ,Musahri,BIHAR,MUSHAHARI Musahri MUZAFFARPUR BIHAR,26.2216932,85.1194091
110,133,3,336,1888,1211,471194,SAU,"SSTL, TCA DHOLI",MUZAFFARPUR,MURAUL                                            ,ssprasadtca@rediffmail.com,8294861811,Yes,Yes,Yes,1,1,1,2500,1000,1200,0,0,245,0,45,NPMFS,Static,Complete,Dholi,Dholi (Moraul),BIHAR,MURAUL Dholi (Moraul) MUZAFFARPUR BIHAR,,
111,221,3,302,1896,1386,1901,Govt,"District Soil Testing Lab, Nalanda",NALANDA,BIHARSHARIF                                       ,asc.nalanda@gmail.com,9431506980,No,No,No,0,2,3,10000,10000,6641,8328,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Biharsharif ,Bihar,BIHAR,BIHARSHARIF Bihar NALANDA BIHAR,25.1982147,85.5148735
112,235,3,302,1901,1380,370106,KVK,"Soil & water testing laboratory, K.V.K., Nalanda",NALANDA,HARNAUT                                           ,kvkharnaut@gmail.com,9430034494,No,No,Yes,1,1,0,1000,0,800,0,0,0,25,35,SAU,Static,Complete,Cheran,Harnaut,BIHAR,HARNAUT Harnaut NALANDA BIHAR,25.3691786,85.5300608
113,143,3,302,1907,1386,1901,SAU,SOIL TESING LAB,NALANDA,NOORSARAI                                         ,coh.horticulture06@gmail.com,9431450059,Yes,Yes,Yes,5,2,3,10000,2500,1000,100,635,635,110,110,NPMSF,Static,Complete,Biharsharif ,Bihar,BIHAR,NOORSARAI Bihar NALANDA BIHAR,25.2748186,85.4568968
114,227,3,331,1922,1512,2080,Govt,"District Soil Testing Lab, Nawada",NAWADHA,NAWADA                                            ,asc.nawada@gmail.com,9708260440,No,No,No,0,2,4,10000,10000,5404,5895,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Nawada ,Nawada,BIHAR,NAWADA Nawada NAWADHA BIHAR,24.8910775,85.5354724
115,113,3,331,1918,1516,196769,KVK,KVK NAWADA,NAWADHA,KAWAKOLE                                          ,nawadakvk@gmail.com,9934082815,No,No,No,1,0,0,500,0,311,0,0,0,100,0,ICAR,Static,Complete,Sokhodewara,Kawakol,BIHAR,KAWAKOLE Kawakol NAWADHA BIHAR,24.8445727,85.8820109
116,218,3,311,1931,1028,1432,Govt,"District Soil Testing Lab, Betia",PASHCHIM CHAMPARAN,BETTIAH                                           ,asc.betia@gmail.com,9955798260,No,No,No,0,2,1,10000,10000,10336,11515,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Bettiah ,Bettiah,BIHAR,BETTIAH Bettiah PASHCHIM CHAMPARAN BIHAR,26.8028048,84.5169757
117,182,3,311,1939,1027,171836,SAU,"SSTL, Madhopur",PASHCHIM CHAMPARAN,MAJHAULIA                                         ,kvkwestchamparan@rediffmail.com,9431488038,Yes,Yes,Yes,0,0,0,1000,500, , , , , , ,NPMFS,Static,Under Progress,Madhopur,Majhaulia,BIHAR,MAJHAULIA Majhaulia PASHCHIM CHAMPARAN BIHAR,26.7994224,84.6204403
118,140,3,301,1965,1400,1925,Govt,Central Soil Testing Laboratory,PATNA,PATNA SADAR                                       ,ddcstl-agri-bih@nic.in,9431818711,Yes,No,No,1,2,5,10000,52278,2827,24545,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Patna ,Patna Rural ,BIHAR,PATNA SADAR Patna Rural PATNA BIHAR,25.5940947,85.1375645
119,1871,3,301,1963,1407,512304,NGO,Paliganj krishak vitarni samiti,PATNA,PALIGANJ                                          , ,9431660986,Yes,No,No,0,3,1,10000,10000,2942,2942,58.6, ,26.4,0,NPMSF,Static,DysFunctional,Dariapur Anant,Paliganj,BIHAR,PALIGANJ Paliganj PATNA BIHAR,25.3271021,84.8007315
120,284,3,301,1963,1407,512415,NGO,"Paliganj Krishak Vitarni Samiti, Paliganj",PATNA,PALIGANJ                                          ,dao-pat-bih@nic.in,9431660986,Yes,No,No,0,3,1,10000,10000,3725,3725,57.74,0,20,0,NPMSF,Static,Complete,Belaunra,Paliganj,BIHAR,PALIGANJ Paliganj PATNA BIHAR,25.3271021,84.8007315
121,149,3,301,1965,1400,1926,SAU,SOIL TESTING LAB,PATNA,PATNA SADAR                                       ,dilip052@gmail.com,9430001243,Yes,Yes,Yes,2,3,2,10000,2500,3000,1000,635,635,110,110,NPMSF,Static,Complete,Patna ,Patna Rural ,BIHAR,PATNA SADAR Patna Rural PATNA BIHAR,25.5940947,85.1375645
122,178,3,301,1965,1400,1925,Govt,"Soil Testing Lab, JDA AR, Patna",PATNA,PATNA SADAR                                       ,jdaadaptive@gmail.com,9431818707,Yes,No,No,1,5,3,9467,11946,8438,18790,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Patna ,Patna Rural ,BIHAR,PATNA SADAR Patna Rural PATNA BIHAR,25.5940947,85.1375645
123,1905,3,301,1948,1417,608630,KVK,"Soil testing lab, KVK, Barh,Patna",PATNA,BARH                                              ,kvkbarhpatna@gmail.com,983513317,Yes,No,Yes, , , ,1000,1000, , , , , , ,other,Static,Under Progress,Agwanpur,Barh,BIHAR,BARH Barh PATNA BIHAR,25.4775853,85.7090943
124,320,3,301,1948,1417,608630,KVK,"soil testing laboratory, KVK,Barh,Patna",PATNA,BARH                                              ,kvkbarhpatna@gmail.com,9835133147,Yes,No,Yes, , , ,1000,1000, , , , , , ,other,Static,Under Progress,Agwanpur,Barh,BIHAR,BARH Barh PATNA BIHAR,25.4775853,85.7090943
125,1855,3,310,1984,1041,1450,Govt,"District Soil Testing Lab., Motihari",PURBA CHAMPARAN,MOTIHARI                                          ,asc.motihari@gmail.com,9835507111,No,No,No,0,2,5,10000,10000,8522,10552,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Motihari ,Motihari,BIHAR,MOTIHARI Motihari PURBA CHAMPARAN BIHAR,26.6438482,84.9040337
126,248,3,326,2007,1134,1577,Govt,"District Soil Testing Lab, Purnea",PURNEA,PURNIA EAST                                       ,asc.purnia@gmail.com,9534539559,Yes,No,No,0,1,1,10000,12008,9168,10309,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Purnia ,Purnia East,BIHAR,PURNIA EAST Purnia East PURNEA BIHAR,25.7771391,87.4752551
127,386,3,326,2004,1137,662731,SAU,RRSS JALALGARH PURNEA,PURNEA,JALALGARH                                         ,kvkpurnea@gmail.com,9835763503,No,No,No,0,0,0,1000,1000,336,0,0,0,55,65,NPMSF,Static,Complete,Jalalgarh,Jalalgarh,BIHAR,JALALGARH Jalalgarh PURNEA BIHAR,25.9436593,87.5346402
128,204,3,304,2025,1471,2025,Govt,"District Soil Testing Lab, Rohtas",ROHTAS,SASARAM                                           ,dao-roh-bih@nic.in,9431818733,No,No,No,0,1,2,10000,10000,2393,0,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Sasaram ,Sasaram,BIHAR,SASARAM Sasaram ROHTAS BIHAR,24.949036,84.0314295
129,549,3,304,2011,1461,2012,KVK,"KVK, Rohats, Bikramganj",ROHTAS,BIKRAMGANJ                                        ,rohtaskvk@gmail.com,9472542844,No,No,No,1,1,1,1500,0,3000,0,0,0,100,40,ICAR,Static,Complete,Bikramganj ,Bikramganj,BIHAR,BIKRAMGANJ Bikramganj ROHTAS BIHAR,25.2232934,84.2664374
130,150,3,304,2011,1461,2012,SAU,SOIL TESTING LAB,ROHTAS,BIKRAMGANJ                                        ,irsbkj@gmail.com,7033937458,Yes,Yes,Yes,1,2,2,5000,1000,1000,0,635,635,110,110,NPMSF,Static,Complete,Bikramganj ,Bikramganj,BIHAR,BIKRAMGANJ Bikramganj ROHTAS BIHAR,25.2232934,84.2664374
131,245,3,325,2030,1174,1627,Govt,"District Soil Testing Lab, Saharsa",SAHARSA,KAHARA                                            ,asc.saharsa@gmail.com,9534539559,Yes,No,No,1,2,3,10000,11224,3690,4673,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Saharsa ,Kahara,BIHAR,KAHARA Kahara SAHARSA BIHAR,25.8651842,86.5754016
132,154,3,325,2035,1172,301983,SAU,SOIL TESTING LAB,SAHARSA,SATTAR  KATTAIYA                                  ,dr.ashusingh1984@gmail.com,8986053762,Yes,Yes,Yes,2,2,2,5000,1000,1000,0,635,635,110,110,NPMSF,Static,Complete,Agwanpur,Satar Kataiya,BIHAR,SATTAR KATTAIYA Satar Kataiya SAHARSA BIHAR,25.9446619,86.5922534
133,213,3,325,2035,1172,301983,KVK,"SOIL TESTING LAB, KVK, SAHARSA",SAHARSA,SATTAR  KATTAIYA                                  ,KVKSAHARSA@YAHOO.COM,8298641285,No,No,No,0,0,0,500,0, , , , , , ,ICAR,Static,Under Progress,Agwanpur,Satar Kataiya,BIHAR,SATTAR KATTAIYA Satar Kataiya SAHARSA BIHAR,25.9446619,86.5922534
134,238,3,317,2051,1288,1770,Govt,"District Soil Testing Lab, Samastipur",SAMASTIPUR,SAMASTIPUR                                        ,asc.samastipur@gmail.com,9431818747,No,No,No,0,2,3,10000,10000,8488,10409,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Samastipur ,Samastipur,BIHAR,SAMASTIPUR Samastipur SAMASTIPUR BIHAR,25.8629679,85.7810263
135,1854,3,307,2061,1258,1731,Govt,District Soil Testing Lab,SARAN,CHHAPRA                                           ,asc.saran@gmail.com,9608557155,Yes,No,No,1,1,5,10000,12624,11848,13330,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Chapra ,Chapra,BIHAR,CHHAPRA Chapra SARAN BIHAR,25.7795649,84.7498886
136,228,3,324,2084,1374,1887,Govt,"District Soil Testing Lab, Sheikhpura",SHEKHPURA,SHEIKHPURA                                        ,dao-she-bih@nic.in,9431818751,No,No,No,0,1,1,10000,10000,477,477,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Sheikhpura ,Sheikhpura,BIHAR,SHEIKHPURA Sheikhpura SHEKHPURA BIHAR,25.1416937,85.8628915
137,275,3,324,2079,1374,1887,KVK,kvk sheikhpura,SHEKHPURA,ARIARI                                            ,kvksheikhpura@gmail.com,9470870194,No,No,No,0,0,0,1000,0, , , , , , ,ICAR,Static,Under Progress,Sheikhpura ,Sheikhpura,BIHAR,ARIARI Sheikhpura SHEKHPURA BIHAR,25.0438585,85.8550212
138,1413,3,324,2079,1377,370474,KVK,soil and water testing lab,SHEKHPURA,ARIARI                                            ,sheikhpurakvk@gmail.com,9470870194,No,No,No,0,0,0,1000,1000, , , , , , ,others,Static,Under Progress,Ariari,Ariari,BIHAR,ARIARI Ariari SHEKHPURA BIHAR,25.0438585,85.8550212
139,1412,3,324,2079,1377,370474,KVK,soil and water testing laboratory,SHEKHPURA,ARIARI                                            ,sheikhpurakvk@gmail.com,9470870194,No,No,No,0,0,0,1000,1000, , , , , , ,others,Static,Under Progress,Ariari,Ariari,BIHAR,ARIARI Ariari SHEKHPURA BIHAR,25.0438585,85.8550212
140,233,3,337,2088,1060,1477,Govt,"District Soil Testing Lab, Sheohar",SHEOHAR,SHEOHAR                                           ,dao-sho-bih@nic.in,9431818802,No,No,No,0,2,1,10000,10000,861,1242,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Sheohar ,Sheohar,BIHAR,SHEOHAR Sheohar SHEOHAR BIHAR,26.5145872,85.2942313
141,232,3,314,2096,1074,1495,Govt,"District Soil Testing Lab, Sitamarhi",SITAMARHI,DUMRA                                             ,dao-sit-bih@nic.in,9430405035,No,No,No,1,2,2,10000,10000,6469,8159,57.74,0,20,0,"RKVY,NPMSF,State Government Scheme",Static,Complete,Sitamarhi ,Dumra,BIHAR,DUMRA Dumra SITAMARHI BIHAR,26.5645872,85.522599
